registry,filename_stem,device_name,manufacturer,catalog_category,clearance_type,clearance_number,clearance_date,device_class,device_name_fda,product_code,what_it_is,indications,contraindications,compatible_with,use_notes,deployment_steps,also_known_as,sizing_specs_raw,spec_status,id_od_units,id_in,id_mm,id_fr,id_note,od_prox_in,od_prox_mm,od_prox_fr,od_prox_note,od_dist_in,od_dist_mm,od_dist_fr,od_dist_note,od_max_in,od_max_mm,od_max_fr,od_max_note,guidewire_max,max_od_is_proximal,id_od_verbatim_quote,k_number,source_url,source_name,source_type,extraction_method,extracted_date,review_note,pdf_summary_url,ifu_pdf_url,device_source_url,confidence_score,needs_review,data_sources
| Packaging
Configuration |  |  | The catheters are placed in a
protective polyethylene tube,
mounted with accessory RHV onto
a polyethylene packaging card,
placed into a pouch, sealed and
labeled. The sealed pouch and IFU
are placed in a labeled shelf carton
box. |  |  | Same |  |  |
| Shelf life |  |  | 12 months |  |  | 36 months |  |  |

|  | Test Attribute |  |  | Specification |  |  | Results |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- |
| Delivery, Compatibility,
and Retraction
(Trackability) |  |  | The catheter shall be able to be delivered,
deployed, and retracted per the IFU within a
simulated neurological model without
incurring any damage to the catheter. |  |  | Pass |  |  |

K240948
Test Attribute Specification Results
The catheter distal tip flexibility shall be
Tip Flexibility Pass
comparable to the predicate.
The catheter shall meet visual inspection
criteria.
Visual Inspection Pass
The printing on the strain relief must be
legible.
Dimensional (Distal ID,
All defined catheter dimensions are within
Proximal ID, Distal OD, Pass
the specified tolerances.
Proximal OD)
The catheter shall have sufficient bond
Catheter Bond Strength strengths to remain intact throughout a Pass
procedure.
Freedom from Leakage The catheter must remain leak free under
Pass
– Positive Pressure specified test conditions.
Freedom from Leakage The catheter must remain leak free under
Pass
– Negative Pressure specified test conditions.
The catheter must withstand pressure testing
Burst Pressure Pass
under dynamic flow conditions.
The catheter shall meet criteria for static
Static Burst Pass
burst pressure testing.
With the catheter tip constrained from
movement, the proximal end was rotated
Catheter Torque
until failure. The catheter shall not be Pass
Strength
damaged when rotated at least two (2) full
rotations (720 degrees).
There shall be no kinking of the catheter
shaft around respective clinically relevant
Kink Resistance Pass
minimum bend radii in distal tip, medial and
proximal locations.
The catheters need to have acceptable
Flexibility flexure values for tracking in the Pass
vasculature.
The stiffness of the proximal shaft was
Proximal Shaft Stiffness evaluated to ensure comparable stiffness to Pass
the predicate.
The catheters shall not be too stiff or require
Delivery Force excessive force to safely navigate and track Pass
to the target neurovasculature.
Page 5 of 7

|  | Test Attribute |  |  | Specification |  |  | Results |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- |
| Tip Flexibility |  |  | The catheter distal tip flexibility shall be
comparable to the predicate. |  |  | Pass |  |  |
| Visual Inspection |  |  | The catheter shall meet visual inspection
criteria.
The printing on the strain relief must be
legible. |  |  | Pass |  |  |
| Dimensional (Distal ID,
Proximal ID, Distal OD,
Proximal OD) |  |  | All defined catheter dimensions are within
the specified tolerances. |  |  | Pass |  |  |
| Catheter Bond Strength |  |  | The catheter shall have sufficient bond
strengths to remain intact throughout a
procedure. |  |  | Pass |  |  |
| Freedom from Leakage
– Positive Pressure |  |  | The catheter must remain leak free under
specified test conditions. |  |  | Pass |  |  |
| Freedom from Leakage
– Negative Pressure |  |  | The catheter must remain leak free under
specified test conditions. |  |  | Pass |  |  |
| Burst Pressure |  |  | The catheter must withstand pressure testing
under dynamic flow conditions. |  |  | Pass |  |  |
| Static Burst |  |  | The catheter shall meet criteria for static
burst pressure testing. |  |  | Pass |  |  |
| Catheter Torque
Strength |  |  | With the catheter tip constrained from
movement, the proximal end was rotated
until failure. The catheter shall not be
damaged when rotated at least two (2) full
rotations (720 degrees). |  |  | Pass |  |  |
| Kink Resistance |  |  | There shall be no kinking of the catheter
shaft around respective clinically relevant
minimum bend radii in distal tip, medial and
proximal locations. |  |  | Pass |  |  |
| Flexibility |  |  | The catheters need to have acceptable
flexure values for tracking in the
vasculature. |  |  | Pass |  |  |
| Proximal Shaft Stiffness |  |  | The stiffness of the proximal shaft was
evaluated to ensure comparable stiffness to
the predicate. |  |  | Pass |  |  |
| Delivery Force |  |  | The catheters shall not be too stiff or require
excessive force to safely navigate and track
to the target neurovasculature. |  |  | Pass |  |  |

K240948
Test Attribute Specification Results
The catheters shall be able to be delivered
Compatibility with other through the minimum introducer sheath or
Pass
Devices (External) guide catheter size indicated in the product
labeling.
The catheters shall be able to be delivered
Guidewire
over the maximum size guidewire indicated Pass
Compatibility
in the product labeling.
The catheters shall be able to accommodate
other interventional devices (e.g., support
Interventional Device
catheter, diagnostic catheter) up to the Pass
Compatibility (internal)
maximum size indicated in the product
labeling.
Devices and accessories shall be compatible
Luer Compatibility with standard syringe luer fittings per ISO Pass
80369-7.
Accessory Compatibility Devices shall be compatible with an RHV. Pass
The amount of particulate matter generated
during simulated use testing shall be
Coating - Particulate Pass
determined and compared to competitive
products and techniques.
Coating must be lubricious with a specified
Coating – Lubricity, average pull force. There were no coating
Pass
Durability and Integrity anomalies or significant wear observed post
simulated use.
I. Biocompatibility Testing:
There are no changes to patient contacting materials, including raw materials,
manufacturing processes, and manufacturing aids compared to the predicate device.
Therefore, the original testing on the predicate devices applies to the subject devices and
additional biocompatibility testing was not required.
J. Sterilization:
The LDP Catheters are sterilized using a validated EtO process with a sterility assurance
level of 1x10-6 validated per the overkill method in accordance with ISO 11135,
“Sterilization Of Health-Care Products - Ethylene Oxide - Requirements For The
Development, Validation And Routine Control Of A Sterilization Process For Medical
Devices”.
Page 6 of 7

|  | Test Attribute |  |  | Specification |  |  | Results |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- |
| Compatibility with other
Devices (External) |  |  | The catheters shall be able to be delivered
through the minimum introducer sheath or
guide catheter size indicated in the product
labeling. |  |  | Pass |  |  |
| Guidewire
Compatibility |  |  | The catheters shall be able to be delivered
over the maximum size guidewire indicated
in the product labeling. |  |  | Pass |  |  |
| Interventional Device
Compatibility (internal) |  |  | The catheters shall be able to accommodate
other interventional devices (e.g., support
catheter, diagnostic catheter) up to the
maximum size indicated in the product
labeling. |  |  | Pass |  |  |
| Luer Compatibility |  |  | Devices and accessories shall be compatible
with standard syringe luer fittings per ISO
80369-7. |  |  | Pass |  |  |
| Accessory Compatibility |  |  | Devices shall be compatible with an RHV. |  |  | Pass |  |  |
| Coating - Particulate |  |  | The amount of particulate matter generated
during simulated use testing shall be
determined and compared to competitive
products and techniques. |  |  | Pass |  |  |
| Coating – Lubricity,
Durability and Integrity |  |  | Coating must be lubricious with a specified
average pull force. There were no coating
anomalies or significant wear observed post
simulated use. |  |  | Pass |  |  |

K240948
K. Shelf Life and Packaging:
Accelerated aging testing based on ASTM F1980 was previously conducted to verify
packaged device performance of the predicate LDP Catheters. The subject LDP Catheters
undergo the same packaging and similar sterilization processing as the predicate LDP
Catheters. The construction of the subject LDP Catheters is the same as the predicate LDP
Catheters including raw materials, manufacturing processes, and manufacturing aids.
Verification testing of the subject LDP Catheters followed the same test methods as the
predicate LDP Catheters. Bench testing of the subject LDP Catheters and packaging
supports a three (3) year shelf life.
L. Conclusions:
Where differences were identified between the subject and predicate devices, a risk
assessment was completed to determine if the difference would result in new safety or
effectiveness concerns. As appropriate, previous bench and laboratory testing was
evaluated for applicability and either the rationale for no impact was documented or
verification and validation was repeated as required.
Based on the results of the risk assessments and associated bench and laboratory testing,
the subject and predicate devices are substantially equivalent and there are no new safety or
effectiveness concerns. The subject devices and predicate devices share the same intended
use, basic technological characteristics, and performance characteristics.
Page 7 of 7",,,,,,"{""spec_note"": ""ID+OD present in record text (regex-verified); structured extraction pending"", ""spec_status"": ""text-verified""}",text-verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K231168.pdf,,,0.5,False,fda
